0	2	2	2	1	8	10	10	10	10	10	10	9	16	18	18	18	17	747	747	714	749	714	747	747	747	747	747	747	747	747	747
37	39	39	39	38	11	14	14	14	14	14	14	48	53	55	55	55	54	747	822	714	749	714	747	747	24	26	26	26	26	26	25
186	187	187	187	188	45	47	47	47	47	47	47	46	190	191	191	191	192	748	714	714	749	714	747	747	61	63	63	63	63	63	62
186	187	187	187	188	346	347	273	347	347	273	347	348	190	191	191	191	192	748	712	714	749	714	747	747	194	195	195	158	195	195	196
260	261	261	261	262	349	350	239	350	350	239	350	351	190	191	191	191	192	748	714	714	749	714	747	747	194	195	195	158	195	195	196
186	187	187	187	188	346	347	273	347	347	273	347	348	190	191	191	191	192	747	710	714	749	714	747	747	268	269	269	157	269	269	270
297	298	298	298	299	349	350	239	350	350	239	350	351	190	191	191	191	192	747	747	714	749	714	747	747	194	195	195	158	195	195	196
741	741	741	741	741	346	347	273	347	347	273	347	348	301	302	302	302	303	747	747	714	749	714	747	747	305	306	306	159	306	306	307
747	747	747	747	747	383	384	310	384	384	310	384	385	741	741	741	741	741	747	747	714	749	714	747	747	741	741	741	741	741	741	741
747	747	747	747	747	741	741	741	741	741	741	741	741	747	747	747	747	747	747	747	714	749	714	747	747	747	747	747	747	747	747	747
747	747	857	747	747	747	747	747	747	747	747	747	747	747	747	747	857	747	747	747	714	749	714	747	747	747	747	747	747	747	747	747
714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	749	714	714	714	714	897	714	714	714	714	714
712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712
714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714
747	747	747	747	747	747	747	747	747	747	747	714	749	714	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747
747	783	747	747	747	747	747	747	747	747	747	714	749	714	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747
32	33	33	33	33	173	33	33	34	747	747	714	749	714	747	747	32	33	33	33	744	744	33	33	33	33	33	33	33	33	33	33
69	889	889	889	889	1014	888	888	71	747	747	714	749	714	747	747	69	888	888	888	744	744	888	888	888	888	888	888	888	888	888	888
69	889	889	889	889	944	888	70	71	747	747	714	749	714	747	747	69	888	888	888	744	744	888	888	888	744	744	744	744	744	744	888
69	935	936	936	936	973	936	937	71	747	747	714	749	714	747	747	69	888	888	888	744	744	888	888	888	744	744	744	744	744	744	888
69	972	893	893	893	893	893	974	71	747	784	714	749	714	747	747	69	888	888	888	744	744	744	744	744	744	744	744	744	744	744	888
69	972	1008	893	893	893	893	974	71	747	747	714	749	714	747	747	69	888	888	888	744	744	744	744	744	744	744	744	744	744	744	888
69	972	893	893	893	1002	938	1011	71	747	747	714	749	714	747	747	69	888	888	888	888	888	888	888	888	744	744	744	744	744	744	888
69	1009	1010	1010	1010	1010	1011	889	71	747	747	714	749	714	747	747	69	928	928	928	928	928	928	928	888	744	744	744	744	744	744	888
