8	10	10	10	10	10	10	9	747	747	747	747	747	747	16	18	18	18	18	17	747	747	714	749	714	747	747	747	747	747	747	747	747	747	747	747
11	14	14	14	14	14	14	48	8	10	10	10	10	9	53	55	55	55	55	54	747	822	714	749	714	747	16	18	18	18	18	18	17	747	747	747
45	47	47	47	47	47	47	46	45	47	47	47	47	46	346	347	347	347	347	348	747	714	714	749	714	747	53	55	55	55	55	55	54	747	747	747
346	347	273	347	347	273	347	348	346	347	347	347	347	348	349	350	350	350	350	351	747	712	714	749	714	747	338	339	339	339	339	339	340	973	973	973
349	350	239	350	350	239	350	351	349	350	350	350	350	351	346	347	347	347	347	348	747	714	714	749	714	747	190	191	191	191	191	191	192	973	973	973
346	347	273	347	347	273	347	348	346	347	347	347	347	348	349	350	350	350	350	351	747	710	714	749	714	747	338	339	339	339	339	339	340	973	973	973
349	350	239	350	350	239	350	351	349	350	350	350	350	351	346	347	347	347	347	348	747	747	714	749	714	747	190	191	191	191	347	348	192	973	973	973
346	347	273	347	347	273	347	348	198	199	199	199	199	200	161	162	162	162	162	163	747	747	714	749	714	747	375	376	376	376	457	459	377	747	747	747
383	384	310	384	384	310	384	385	352	353	353	353	353	354	741	741	741	741	741	741	747	747	714	749	714	747	741	741	741	741	741	741	741	747	747	747
741	741	741	741	741	741	741	741	741	741	741	741	741	741	747	747	747	747	747	747	747	747	826	826	826	747	747	747	747	747	747	747	747	747	747	747
747	747	857	747	747	747	747	747	747	747	747	747	747	747	747	747	857	747	747	747	747	747	831	749	714	747	747	747	747	747	747	747	747	747	747	747
714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	897	714	714	714	714	714	714	714	714	714
712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712
714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714
747	747	747	783	747	747	747	747	747	747	747	748	714	749	832	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747
821	821	821	821	821	16	18	18	18	17	747	747	714	749	714	747	747	24	26	26	26	26	26	25	747	747	747	747	747	747	747	747	747	747	747	747
893	1008	893	893	893	53	55	55	55	54	747	747	714	749	714	747	747	61	63	63	63	63	63	62	0	2	2	2	2	1	33	33	33	33	33	33
0	2	2	2	1	190	191	191	191	192	747	747	714	749	714	747	890	194	195	195	158	195	195	196	37	39	39	39	39	38	888	888	888	888	888	888
37	39	39	39	38	190	191	191	191	192	747	747	714	749	714	747	890	194	195	195	158	195	195	196	186	187	187	187	187	188	888	888	888	888	888	888
186	187	187	187	188	190	191	191	191	192	747	748	714	749	714	747	890	268	269	269	157	269	269	270	260	261	261	261	261	262	888	888	888	888	888	888
186	187	187	187	188	190	191	191	191	192	747	784	714	749	714	747	890	194	195	195	158	346	348	196	186	420	422	187	187	188	888	888	888	888	888	888
260	261	261	261	262	190	191	191	191	192	747	747	714	749	714	747	747	305	306	306	159	383	385	307	297	383	385	298	298	299	747	747	747	747	747	747
186	187	187	187	188	190	191	191	191	192	747	747	714	749	714	747	747	741	741	741	741	741	741	741	741	741	741	741	741	741	747	747	747	747	747	747
297	298	298	298	299	301	302	302	302	303	747	747	714	749	714	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747	747
741	741	741	741	741	741	741	741	741	741	747	748	714	749	714	714	714	714	714	714	714	714	714	714	714	714	897	714	714	714	714	714	714	714	714	714
747	747	747	747	747	747	747	747	747	747	747	747	714	749	714	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712	712
747	783	747	747	747	747	747	747	747	747	747	747	714	749	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714	714
